STDNT_ID	HS_GPA	MAX_ACT_MATH_SCR	MAX_ACT_ENGL_SCR	STDNT_GNDR_SHORT_DES	FIRST_GENERATION	STDNT_UNDREP_MNRTY_CD	ZIP_CODE	MEDIAN_INCOME
4720	3.84	24	32	1	0	1	78248	77210
2984	3.9	34	34	0	0	0	40437	35090
1592	3.7	29	35	0	1	0	23024	46452
6174	3.93	27	28	1	0	0	83314	36827
345	3.82	28	28	1	0	0	75226	44428
2874	4	32	28	0	0	0	33954	36992
5813	3.96	29	26	1	0	0	61256	51921
1180	3.9	32	35	0	0	0	90717	51146
2452	3.87	35	27	0	0	0	11101	60350
670	4	32	35	1	0	1	29667	37031
1552	3.96	27	34	1	1	0	17097	37102
3721	3.6	23	32	1	0	0	15775	45053
3877	3.9	29	31	1	0	0	58647	53750
4754	4	28	29	1	0	0	50263	61509
2378	3.8	30	28	0	0	0	88422	35833
6200	3.9	26	25	1	0	0	45319	46667
3893	3.98	30	30	0	0	0	11715	69653
843	3.62	36	31	1	0	0	35503	37882
1935	3.6	32	31	0	0	1	27938	40500
1244	4	30	34	0	0	1	33467	46393
2897	4	28	33	1	1	0	58712	29737
4650	3.8	26	30	0	0	0	15747	41667
6077	3.8	28	26	1	0	1	01730	94663
2221	3.9	28	35	0	0	0	88022	41544
3282	3.9	28	22	1	0	0	07074	50799
5486	3.93	30	27	1	0	0	61479	25859
4425	3.61	34	29	1	0	0	50134	46442
3716	4	27	32	1	1	0	57456	36250
3187	3.9	31	32	1	0	0	46103	42500
2512	4	26	34	0	0	0	73103	46603
6837	3.9	30	31	1	0	0	05903	36667
1970	4	31	35	0	0	0	77331	38300
2887	4	28	34	0	0	1	11554	61990
3937	3.9	32	34	1	0	0	32570	36724
3154	3.81	29	33	1	0	0	17978	35556
6135	4	32	35	1	0	0	99759	48750
2104	3.9	28	35	0	0	1	31050	39036
380	3.9	33	32	0	0	0	63940	37630
2255	3.5	34	26	0	0	0	63701	40947
2444	4	29	25	1	1	0	82514	39779
6146	4	29	34	1	0	0	47966	33125
6257	3.9	30	31	0	0	0	40070	35450
6061	3.9	32	28	1	0	0	76126	57558
6428	4	28	28	1	0	0	81252	37303
4860	3.85	29	31	1	0	0	30553	35243
1739	3.8	28	30	1	1	1	67335	36538
6167	4	26	32	0	0	0	92683	43440
5321	4	33	31	0	0	0	45623	40880
5518	3.6	30	33	1	0	0	78676	50891
6634	4	33	30	1	1	1	14469	44320
3256	4	26	25	1	0	0	91367	75956
1765	3.98	34	26	0	0	1	66224	113567
5410	0	25	22	1	0	0	87106	45343
3549	3.7	34	27	1	0	0	08023	36875
3828	3.8	35	28	1	0	0	54413	36250
5565	0	27	35	1	0	1	42064	34099
4180	3.9	34	28	0	0	0	31791	39806
433	3.7	27	30	1	0	1	36583	41250
3552	3.57	31	29	1	0	0	94928	49906
3960	3.9	30	21	1	0	0	50421	37398
2162	3.96	31	30	0	0	1	73573	31496
2977	4	21	33	0	0	0	94964	65625
2337	3.74	33	32	0	0	0	17050	61696
6992	3.8	26	31	1	0	0	79915	27017
6607	3.8	26	31	0	1	1	56262	35368
4033	4	26	26	0	1	0	36571	41625
1171	3.99	34	33	0	0	0	45347	40630
2982	3.82	33	29	1	0	0	78675	39600
1556	3.96	33	28	1	0	0	35634	41690
32	4	29	34	1	0	0	77831	46947
4237	3.97	26	28	0	0	0	03909	69867
3288	3.5	24	25	1	0	0	04253	49318
2287	3.77	35	31	1	0	0	45696	50893
6461	3.8	34	28	0	0	0	58276	41944
2951	3.9	34	30	0	0	0	13753	45826
4590	3.52	30	29	1	0	0	95225	72829
568	3.77	32	33	0	0	1	16729	43477
3112	2.94	30	34	0	1	0	65623	27292
1187	3.7	33	34	0	0	1	24818	65132
5415	3.67	29	33	1	0	0	35080	56345
3368	3.87	25	33	0	0	0	51528	36250
3403	4	26	23	1	0	0	47523	36413
5124	3.87	27	26	1	0	1	95358	38449
5144	3.83	35	24	0	0	0	63049	48719
4820	4	35	28	1	0	1	24228	34797
1291	3.8	32	35	0	0	0	74456	43438
210	3.9	29	30	0	0	0	60474	50417
745	3.98	34	28	0	1	0	55006	42606
6460	3.6	26	21	1	0	0	81325	32917
4304	3.86	35	34	0	0	0	50483	44524
1821	3.86	34	27	1	0	0	49753	40718
4780	3.7	30	28	0	0	0	05682	47308
480	3.83	22	23	1	0	0	84734	32500
941	4	33	30	0	0	0	52044	40000
770	3.97	28	25	1	0	0	60404	64768
84	3.97	36	29	0	0	0	95472	56484
6542	3.2	34	34	0	0	0	05733	42448
2680	3.85	28	34	1	0	0	12786	62148
1779	3.96	31	26	1	1	0	59248	35703
4763	3.88	29	35	1	0	0	50528	39861
6031	3.84	31	34	0	0	0	14735	39299
4822	3.7	21	27	1	0	0	35672	46250
2534	3.7	34	32	1	1	0	96743	45718
3041	3.51	33	29	1	0	0	08801	83260
4775	3.9	29	35	0	0	0	23867	37095
1362	4	35	35	0	0	0	95423	33854
1426	4	26	22	1	0	0	60651	32663
2806	3.9	35	30	1	1	0	40022	62143
5825	3.6	30	31	0	0	1	68928	34375
2507	3.9	29	31	0	0	0	77707	39313
2511	3.9	34	32	1	0	0	82938	38750
3232	4	25	31	0	0	0	00730	23192
4612	3.9	34	35	1	0	0	68815	31923
5985	3.9	25	31	1	0	0	99771	31667
5889	3.3	30	34	1	0	0	74525	33440
1733	3.9	32	29	0	0	1	78122	24776
1145	3.8	25	27	1	0	1	78130	41727
3533	4	35	35	1	0	0	52214	45551
4865	3.3	33	28	1	0	1	59927	30688
6228	3.7	34	35	0	0	0	21667	75682
6585	3.85	28	23	1	0	0	24065	45339
4755	0	34	34	1	0	1	16028	37135
5548	0	34	29	1	0	1	60531	45877
4474	3.89	31	26	0	0	0	30290	62104
5468	4	36	28	0	0	0	49849	41920
2959	3.9	30	24	1	0	0	72554	29087
2809	3.97	29	33	0	0	1	03910	46852
3153	0	35	26	0	0	0	31071	28527
6444	3.9	33	31	1	1	0	62069	41801
3757	3.6	31	28	1	0	0	46732	36558
5469	3.46	32	24	1	0	0	48367	60748
596	3.9	22	30	0	0	0	25286	40596
6624	3.7	32	34	0	0	0	40379	42396
6456	3.93	25	33	0	0	0	47016	55875
1195	3.5	22	35	1	0	1	19106	78079
6711	3.9	34	27	1	0	0	00677	16838
4152	3.98	28	33	0	0	1	16442	42006
4403	3.7	31	28	0	0	0	98003	41531
5573	3.85	28	26	1	0	1	33432	51892
6145	3.94	24	23	1	1	0	74046	48750
2369	3.88	34	33	0	0	0	60443	50913
3898	4	35	33	0	0	0	72645	29732
6286	3.1	36	32	0	0	0	18031	68288
5283	4	35	30	1	0	0	54637	32188
473	3.93	30	35	0	0	1	71654	31933
994	3.93	26	23	0	0	1	47803	42102
1803	3.8	28	32	0	1	1	68015	48839
5914	3.9	26	31	1	0	0	85263	51348
1481	3.97	33	35	1	0	0	66027	51054
6003	3.98	32	34	0	0	0	33706	57047
2140	3.9	32	22	0	1	1	74827	34773
4869	3.4	34	31	0	0	0	28135	36058
760	3.8	24	30	0	0	1	00680	21221
1633	3.6	28	29	1	0	0	87105	31202
1848	3.9	26	34	1	0	0	37724	37647
3178	3.5	34	34	1	0	0	16670	33929
1100	3.81	26	27	0	0	0	39046	40094
191	3.99	28	26	0	0	1	57775	32188
4842	3.71	27	28	0	0	0	05059	46667
3997	3.98	35	29	0	0	0	33613	31198
2317	3.93	32	26	0	0	0	28526	33823
6432	3.6	35	24	0	0	0	41819	41695
875	4	30	35	1	0	0	54521	41837
2645	3.94	32	31	1	0	1	06517	69154
3469	3.5	23	31	0	0	0	15936	40917
2839	3.9	30	33	1	0	1	11933	50285
4795	3.89	34	34	1	0	0	33484	43542
5936	0	29	24	1	0	0	03217	31948
813	3.97	25	24	0	0	1	43771	34542
2038	3.93	27	26	1	0	0	95912	35719
3027	3.2	29	28	1	1	1	95701	56528
4278	3.9	31	27	1	0	0	34211	70833
6396	4	26	27	0	0	0	29154	37719
1648	3.94	33	27	1	0	1	33542	31595
470	4	35	34	0	0	0	95460	41913
3624	3.9	25	31	0	0	0	35127	51361
5168	4	35	35	0	0	0	23845	28000
3418	3.5	24	35	1	0	0	62665	34185
2209	3.9	26	22	1	0	0	90815	72195
4624	3.97	34	31	1	0	1	38871	34674
6559	3.9	26	21	1	0	1	96024	46042
1953	4	34	31	0	0	0	66043	50030
3765	3.8	34	30	0	0	0	98243	50938
2323	3.86	32	34	0	0	0	25428	47043
4503	4	28	28	0	0	0	66507	47957
5926	3.6	31	26	0	0	0	39480	35313
2006	3.8	32	33	0	0	0	38860	29357
5011	4	34	36	1	0	1	25705	41914
5958	3.9	34	26	0	0	0	54202	41118
6399	3.83	20	34	1	0	0	48220	45878
5352	3.98	26	24	1	0	0	50557	41845
2502	3.8	30	31	1	0	0	37857	36659
4472	3.79	24	28	0	0	0	25864	40347
357	3.98	32	33	0	0	0	66733	33295
67	4	28	33	1	0	1	91201	45932
2696	3.96	30	26	0	0	1	02907	30540
1230	3.8	33	29	0	0	1	37398	44641
5717	3.54	27	28	0	0	1	67635	25938
506	3.9	34	35	0	0	0	43812	38510
2759	3.9	28	25	1	0	0	51053	36056
3345	3.89	31	30	1	1	1	04085	50298
3116	3.9	31	30	1	0	1	74955	32055
3812	3.68	31	24	0	0	0	35587	48295
5982	4	36	34	0	0	0	39352	25357
2389	4	33	28	0	0	0	35072	33088
2962	3.81	27	35	0	0	0	54761	42500
5575	3.55	29	29	0	0	1	49682	41317
2309	3.42	32	22	1	0	0	33714	31985
6058	3.9	31	33	1	0	1	26621	26935
1033	3.8	34	29	1	0	0	07657	50403
1166	4	34	35	1	0	0	37923	46144
5817	3.34	27	32	0	1	0	79056	82813
367	3.9	26	25	0	0	0	68836	40254
6093	3.81	34	34	1	0	1	55781	61875
2923	3.9	32	29	1	0	0	56573	43075
4365	3.3	28	36	0	0	0	34714	30132
5549	3.91	30	34	0	0	1	14218	37108
5405	3.98	30	34	1	0	1	85911	25903
6678	3.9	34	33	0	0	0	29163	31563
2670	4	33	29	1	0	0	46941	39250
1485	3.93	29	30	1	0	0	37723	27112
4757	3.4	35	31	0	0	0	76306	32486
4147	3.9	34	35	0	0	0	26847	31696
4773	4	28	27	1	0	1	56528	42857
4837	3.8	25	21	0	1	1	18602	74821
5714	3.76	27	36	1	0	0	71033	45587
1980	3.9	34	32	0	0	1	63763	22292
1228	3.7	25	21	0	0	1	43119	42495
3750	3.7	33	33	0	0	1	76630	57097
2974	3.9	28	33	1	0	0	93230	41667
1919	3.86	28	28	0	0	0	93304	29908
6339	3.78	29	26	0	0	0	29591	32431
5755	3.9	26	29	1	0	0	53941	41286
4670	3.93	27	25	1	0	0	67226	51697
6588	3.8	29	28	0	0	1	48825	9836
2603	3.8	35	34	0	0	1	88011	49669
2072	3.6	28	25	1	1	0	71950	31875
951	3.4	35	35	0	0	0	70122	40271
63	4	31	29	0	0	0	71322	37292
2624	3.9	33	33	0	0	0	76311	25674
616	3.87	29	29	0	0	1	73625	36691
6913	3.7	33	33	1	0	0	58031	50375
1132	3.87	33	35	0	1	0	95385	40366
1399	3.61	22	28	1	0	0	11972	59048
1206	3.92	32	34	0	0	0	47710	34780
2344	3.9	31	35	0	0	1	04221	42250
5851	3.8	34	30	0	0	0	88002	23056
1854	3.7	34	31	0	0	0	84716	35625
5154	0	23	29	1	0	0	33169	33412
5647	3.9	23	34	0	1	1	23843	41094
1457	4	33	30	1	0	0	76351	41083
1755	4	34	28	0	0	0	44864	41750
3291	3.7	28	29	0	0	1	50581	33882
3662	3.58	27	26	0	0	1	19405	45978
4929	3.6	34	35	1	0	0	38957	27000
3899	3.91	35	31	0	0	0	95450	55000
74	3.88	35	29	0	0	0	03603	37782
5903	3.83	26	29	1	0	0	48435	45956
240	4	35	27	1	0	0	54921	37708
5706	3.9	30	32	1	0	0	94089	71805
2145	4	28	27	0	0	1	50439	30568
4808	4	36	33	1	0	0	24095	44777
3568	3.8	35	31	0	0	1	91766	33562
5086	3.7	26	34	0	0	0	84756	47111
2656	3.7	30	26	0	1	0	49259	44208
6765	4	34	25	0	0	1	08561	65227
4151	3.93	33	34	1	0	1	63129	50285
3054	3.87	28	34	0	0	0	68922	43000
3436	0	26	23	0	0	0	98849	40772
1849	4	35	27	1	0	0	38453	32000
6777	3.98	34	24	0	0	0	42420	39481
4836	3.7	34	33	0	0	0	33572	55516
3382	3.9	26	31	0	0	0	71028	36875
261	3.95	27	32	1	0	0	94027	190034
3234	3.92	33	32	1	0	0	12522	45329
4385	3.88	34	30	0	0	1	22831	37043
324	3.9	30	32	1	0	0	65786	36020
5678	3.73	35	27	1	0	0	42154	26733
6939	3.9	25	29	1	0	0	78632	31667
1759	3.54	35	34	1	0	1	96822	50723
2550	3.95	35	29	0	0	0	77954	40241
445	4	24	35	1	0	0	68622	37500
3697	4	36	30	0	0	0	54524	41841
1607	3.7	33	30	0	0	0	83840	31750
3280	4	25	24	0	0	1	27106	43218
1061	3.9	26	28	1	0	0	73842	40469
6133	3.6	25	32	1	0	0	88301	32098
2227	3.8	29	35	0	0	0	85367	48657
2423	3.8	31	31	0	1	0	22454	35574
2671	4	32	35	0	0	1	54541	37500
2768	3.81	35	29	0	0	1	92843	35192
6363	3.91	29	27	0	0	0	63628	34833
902	3.9	21	25	1	0	0	72821	28875
3576	3.98	36	31	1	0	0	76534	36212
1364	3.9	28	29	0	0	0	10915	32917
6526	3.9	34	23	0	0	0	11798	43207
5226	3.9	35	29	1	0	0	77970	50185
3108	3.6	22	28	0	0	1	35228	30759
2356	3.81	32	30	1	1	1	66713	32895
3222	3.9	28	29	0	0	0	50044	38333
5245	3.9	33	31	1	0	0	64057	45653
3472	3.9	33	30	1	0	0	83651	31807
3051	3.8	32	26	0	0	0	54930	39896
1758	3.983	29	28	0	1	0	84521	60526
5848	3.9	35	35	1	0	1	55082	68930
2574	3.9	31	33	0	0	0	68740	42944
5296	3.9	35	32	0	0	0	62833	60585
4231	3.89	35	34	0	0	1	29805	37349
6227	4	25	29	1	0	1	61563	41500
2464	4	34	27	0	0	1	38242	36491
853	3.85	33	34	0	0	1	67459	37417
4284	3.9	30	26	0	0	0	30606	41989
1948	3.7	35	33	1	1	0	38801	35736
1909	3.5	36	28	1	0	0	41091	71250
5275	3.98	27	34	1	0	0	49816	55469
738	3.99	28	34	1	0	1	13452	36756
4813	4	33	32	0	0	0	79424	53786
3927	3.85	33	30	1	0	0	13693	27014
106	4	28	29	1	1	1	15358	29015
2891	4	31	32	0	0	0	36693	44533
3130	3.8	29	33	0	0	1	13783	34738
2840	3.96	26	25	1	1	0	63349	42000
2940	3.85	32	34	0	0	0	62862	44500
980	3.8	27	23	1	0	0	65081	35625
6440	3.9	35	25	0	1	0	48653	37301
3732	4	30	28	0	0	0	30824	35806
2665	4	35	35	1	0	1	38359	30347
6194	3.97	27	34	1	0	0	14618	72761
6623	3.9	35	33	0	0	1	78359	35587
709	3.62	32	35	1	0	0	96054	26083
5408	3.9	30	30	1	0	0	06095	57573
6356	4	24	33	1	0	0	37220	70781
4217	3.9	33	33	0	0	0	60111	101563
3074	3.62	32	31	0	0	0	36303	37414
2949	3.5	31	34	0	0	0	37075	48478
25	3.4	35	30	0	0	0	65704	41528
1766	3.93	29	29	1	0	0	10933	66417
659	3.9	27	35	0	0	0	28722	36553
4961	3.6	28	33	0	0	0	92637	45750
1904	3.9	33	34	0	0	0	81401	37843
5626	4	34	34	1	0	0	81415	64625
3993	3.79	27	25	0	0	1	13101	42232
6698	3.9	30	35	1	0	0	92555	47503
6379	3.6	28	32	1	0	0	33330	67169
5757	3.9	31	34	1	0	1	39451	43750
3220	3.8	36	25	1	0	1	97367	31098
5949	4	31	31	1	0	0	21651	49659
6854	3.8	26	35	1	0	0	65438	26700
4964	3.9	27	35	1	0	0	27889	36846
3515	3.98	27	28	0	0	0	67364	36172
4486	3.85	34	30	0	0	0	58531	46964
6994	3.45	25	26	1	0	0	07731	64996
2106	3.8	34	30	1	0	0	78758	37853
6043	3.65	33	34	1	0	0	30457	31954
4684	4	34	33	0	0	0	60446	45763
2727	3.9	25	28	1	0	0	48861	41827
2357	3.7	30	27	0	0	0	32819	43091
824	3.7	29	23	1	0	0	01364	44715
6882	3.83	26	25	0	0	0	72739	42750
327	4	24	35	0	1	1	05494	60393
6717	4	33	34	1	0	1	14214	46013
1443	3.92	32	26	0	0	1	19533	49780
6990	3.95	25	32	1	0	1	76092	134385
3985	3.8	30	29	1	0	0	58029	48750
241	3.86	35	29	1	0	0	15221	41453
1715	3.9	26	31	0	0	0	76821	31630
206	4	27	32	0	0	0	98932	32896
4569	3.8	36	31	0	0	0	17550	46471
1150	3.93	28	34	0	0	0	40211	31415
1107	4	26	30	0	0	1	49021	41480
3723	3.7	33	29	1	0	0	15901	24750
4971	3.1	25	22	1	0	0	93531	67778
557	3.7	26	35	0	0	0	60176	41168
3551	3.8	27	27	1	0	0	85371	25238
5059	4	27	34	1	0	0	37394	31250
6166	3.9	29	23	0	0	0	74082	41250
5412	3.68	28	30	0	0	1	32701	45837
2036	3.88	30	32	0	0	0	52774	41250
1954	3.2	29	26	0	0	0	04492	48125
1005	0	28	27	0	0	1	47459	40872
5915	3.8	30	32	0	0	0	28212	29711
2079	3.97	30	27	0	0	1	74720	30357
4194	3.74	29	29	1	0	0	14127	60213
1242	4	31	34	1	0	0	97221	86905
1072	3.91	32	34	1	0	1	81505	50686
5337	3.9	28	31	1	0	0	42347	36840
3328	4	32	25	1	0	0	32967	35464
1498	3.7	23	23	0	0	1	37732	29545
6047	4	35	35	1	0	0	23228	40147
4100	3.88	31	33	1	1	0	02370	53686
3466	3.83	34	31	1	0	1	88118	27227
6075	3.2	28	33	1	0	0	36330	41126
4724	4	29	34	0	0	1	46528	44498
3136	0	30	21	0	0	1	38585	31316
2290	3.86	30	27	1	0	0	76306	32486
3332	3.5	31	27	1	0	0	60504	52925
5581	3.9	36	34	0	1	0	72928	38648
2073	3.8	33	20	0	0	0	62081	50521
3133	3.83	32	30	1	0	0	00641	20588
715	4	35	34	0	0	0	08618	48171
2622	3.9	36	34	1	0	0	75013	88484
5713	3.89	28	31	1	0	1	52580	46023
5919	3.85	34	34	1	0	0	97089	61201
2365	3.9	28	28	0	0	0	63436	31929
4145	3.9	34	31	0	0	1	27916	35703
4069	3.99	22	35	0	0	0	98251	55258
4788	3.93	28	25	1	0	1	93023	55212
5946	3.86	29	34	1	0	0	59452	31250
6622	3.8	30	33	0	0	0	07081	75536
3489	3.26	28	25	1	0	0	98673	36250
3919	3.76	31	29	0	0	0	01238	43808
425	3.9	35	31	1	0	0	58487	51010
2745	3.83	31	31	1	0	0	47562	44567
5419	3.82	31	36	0	1	1	58282	44219
3078	3.9	35	31	1	0	0	49881	32750
694	3.7	25	35	1	0	1	24121	44676
5704	0	31	28	0	0	0	53573	37349
800	3.9	27	26	0	0	0	20630	80417
1279	3.7	30	29	0	0	0	49010	44545
4951	3.92	35	31	0	0	0	14467	49383
6448	3.9	30	30	0	0	0	51060	36923
2263	3.7	30	32	0	0	0	36548	51050
4454	4	34	29	0	0	1	13111	50048
417	3.78	31	29	0	0	0	69022	42288
6116	3.86	31	26	0	0	1	21043	78729
6704	3.7	32	28	0	0	0	79848	37656
531	3.5	24	34	1	0	0	57212	45819
4002	3.9	26	28	1	0	0	13862	44541
1478	3.8	28	32	0	1	0	01074	38514
5663	3.9	27	32	0	0	0	36607	38924
5721	3.8	33	29	0	0	0	76951	48894
6593	2.4	28	26	1	0	0	02860	38037
634	3.8	29	30	1	0	0	40160	35454
1664	3.9	31	27	1	0	0	30187	50699
629	3.97	26	33	1	0	1	61830	40972
31	0	27	25	1	0	0	37061	32750
5586	3.9	35	31	0	0	0	29692	34846
520	3.96	34	29	1	0	0	92372	57816
3390	3.9	32	35	1	0	0	57037	35698
2484	3.942	31	31	1	0	0	88265	60250
6767	3.81	25	24	1	0	0	67447	40833
3836	3.2	24	27	0	1	0	32714	42240
3709	3.81	28	29	1	0	0	83705	35856
658	3.76	30	27	0	0	0	61104	30967
5320	3.7	35	22	0	0	0	36258	53235
3742	3.61	32	26	1	0	0	26003	40983
368	3.99	33	26	0	0	0	14885	35109
2068	3.81	25	22	1	1	0	30336	53750
3129	3.8	25	31	1	1	0	10024	105515
1015	3.1	29	31	1	0	0	79063	47250
1534	3.6	26	30	1	0	0	74038	38750
4927	3.9	27	34	1	0	1	25139	82981
3124	4	29	35	0	0	0	54514	38542
2526	3.9	31	34	1	0	0	15213	37090
1069	2.9	27	28	0	0	0	56183	40100
4563	3.8	26	32	0	0	0	50324	48266
4290	3.3	31	35	0	0	0	57050	40000
5831	3.87	32	26	0	0	0	05839	40417
6190	3.7	28	36	1	0	0	76475	38750
2042	4	28	28	1	0	1	02809	52430
4705	3.9	30	32	1	0	0	07064	55462
4062	3.98	34	34	0	0	0	60156	55689
597	3.72	27	29	1	0	0	28395	32162
4561	3.47	29	33	1	0	1	46075	51830
6714	0	32	29	1	0	0	69129	39130
71	3.82	26	29	0	0	0	33140	61994
525	3.9	26	35	0	0	0	58021	51618
1583	4	28	32	0	0	0	93532	44556
218	3.87	32	33	0	1	0	21113	71487
1159	3.6	28	26	1	0	0	53103	58527
1300	3.67	31	35	0	0	1	36513	34225
3967	3.51	27	27	0	0	0	54760	44500
3042	3.8	33	32	0	0	1	82837	22159
1602	3.9	35	25	1	0	0	54405	36066
5164	3.4	33	29	1	0	0	19040	55314
1235	3.7	27	34	0	0	0	44121	47366
3356	3.8	30	30	0	0	0	90712	56880
3101	3.5	22	29	1	1	0	45787	36607
605	3.8	32	28	0	0	0	41559	67083
5898	3.84	30	29	1	0	0	33592	36738
5464	2.9	22	26	1	0	0	46530	63997
1938	3.3	33	30	0	0	0	63782	34333
5409	3.9	34	29	1	0	0	92278	29955
1859	3.8	27	24	1	0	0	85334	40813
833	3.37	30	34	1	0	0	80547	66750
6664	0	34	28	1	1	0	27818	28088
4125	3.9	25	27	0	0	0	31005	51226
3383	3.9	34	33	0	0	1	03461	51875
5627	3.87	28	31	0	0	0	29446	42316
3011	3.8	28	29	0	0	0	72139	26250
3019	3.8	30	31	0	0	0	81126	25227
3596	3.89	30	31	0	0	0	49251	45169
5844	3.4	34	29	1	0	0	44473	46726
3110	3.5	27	33	0	0	0	76622	39766
2266	4	23	30	0	0	0	40291	48957
6120	3.98	32	29	0	0	1	30533	35534
1782	3.97	32	27	0	0	0	43050	39021
5599	4	32	34	0	1	0	67850	36538
6315	3.88	32	24	0	0	0	55783	43011
3652	3.88	29	34	1	0	0	03865	53506
1512	3.8	34	32	1	0	0	98577	46131
1611	3.9	28	31	0	0	0	11104	50077
3265	3.81	35	23	0	0	0	15142	111705
211	4	23	31	1	0	1	93630	35564
5778	3.47	25	34	1	0	0	16801	48298
4164	3.83	25	34	1	0	0	68841	45536
3664	3.9	32	36	1	0	0	16863	30069
990	3.98	28	33	1	0	0	11901	42268
5525	4	32	33	0	0	0	19607	46662
1669	3.18	27	32	1	0	1	48741	39185
2770	3.8	28	29	0	0	1	29058	33191
2437	3.4	31	34	1	1	0	30115	57866
5115	3.75	25	34	0	0	0	08560	66023
5117	3.67	32	30	0	1	0	36117	47132
4593	3.9	27	35	1	0	1	47963	39348
2943	3.84	24	27	1	0	1	69354	16938
6772	4	28	27	0	0	1	97844	41424
2368	3.72	27	34	1	1	0	32531	43010
3072	3.95	30	27	1	0	0	33411	43684
5411	3.8	32	26	1	0	0	74464	32827
4410	3.58	28	29	1	0	1	70747	40625
5504	3.7	28	23	0	0	1	47553	37489
1736	3.67	26	29	1	0	0	23111	52439
2612	3.87	28	31	0	0	0	48088	44007
615	3.63	31	34	1	0	0	25130	40794
179	3.6	28	29	0	0	0	60607	81957
6870	3.93	26	26	1	0	0	23872	41052
5266	3.9	34	23	1	0	0	35580	40091
1046	3.9	32	27	1	0	0	24055	34874
4264	4	28	27	0	0	0	90064	74773
3845	3.4	31	34	1	0	0	57334	38558
3243	3.83	28	26	0	0	0	33020	35356
2121	3.86	26	36	0	0	0	62311	40500
23	3.3	25	30	0	0	0	13334	51758
6328	3.5	31	30	1	0	0	96106	45208
6553	3.9	26	32	1	0	1	08070	53346
6130	4	28	33	1	0	0	65084	30764
1053	3.9	28	31	1	0	0	75050	36015
4337	3.61	26	32	1	0	0	04363	38932
6842	3.9	28	34	0	1	1	18372	40823
6080	3.6	33	34	0	0	0	19033	58854
743	3.8	30	36	0	0	0	68136	59606
201	3.9	35	26	1	0	0	15777	65469
1355	3.75	29	34	1	0	1	68943	22277
2228	0	28	29	0	0	0	73938	39196
92	3.79	33	34	0	0	0	21122	60425
3059	4	33	27	1	0	1	33183	36068
5030	3.9	24	30	1	0	0	64632	38750
5782	3.79	31	29	1	0	0	50050	40066
6239	3.8	23	31	1	0	0	79235	40475
5200	3.9	35	35	1	0	0	45176	44813
4334	3.7	28	30	1	0	1	64163	40078
1292	3.96	25	30	0	0	0	99581	37969
2288	3.6	33	28	1	0	1	10987	88000
717	3.7	29	29	1	1	0	46320	33610
3910	3.4	27	33	0	0	1	02672	105162
6642	3.46	24	31	1	0	1	95202	26354
2211	3.9	34	27	0	0	0	36037	32345
4124	3.93	29	31	1	0	0	15020	29455
3438	3.9	29	29	1	0	0	13027	53341
5532	3.9	29	35	0	0	1	07935	72500
792	3.9	26	35	1	1	0	50142	44625
3170	3.9	28	30	0	1	0	91202	58298
6645	4	31	27	1	0	0	13751	27250
3628	3.9	18	28	0	0	0	23453	41534
87	3.66	21	34	0	1	1	25906	48021
926	4	34	30	1	0	0	19444	78284
1627	3.67	27	26	0	0	1	55758	34500
4186	3.91	31	32	1	0	0	30161	37471
710	3.25	34	30	1	0	0	38138	72624
5046	3.67	32	25	1	0	0	72529	30612
282	3.84	28	24	0	0	1	20732	65854
3538	3.56	29	28	0	0	0	47160	30625
449	3.83	25	24	1	0	0	48070	92986
584	4	30	28	1	0	1	16744	58690
27	3.82	34	34	0	0	0	44903	40163
2732	3.96	30	28	1	0	1	99110	55833
5389	3.9	27	31	0	0	0	48877	36905
2272	3.9	35	26	0	1	1	27609	48701
4857	3.8	24	26	0	0	0	57042	44013
5720	3.9	30	30	0	0	0	54822	37135
6752	3.8	28	33	1	0	0	65039	51827
1278	3.7	28	30	1	0	0	62244	45000
3688	0	34	34	0	0	0	81432	43802
1455	3.9	22	34	0	0	0	06415	62221
5287	3.79	23	29	0	0	0	11778	64959
5068	3.91	25	32	1	0	0	49726	29402
1577	4	35	29	1	0	0	49779	31964
2022	3.88	35	31	1	0	0	87068	46577
1274	3.68	32	29	1	0	0	63330	36406
1843	0	24	30	1	0	0	70373	44006
3283	3.7	28	31	0	0	0	65079	32909
4446	3.9	28	34	0	0	0	22747	51563
6947	4	31	34	1	0	0	79901	19712
1026	3.75	27	34	0	0	1	35768	32852
3684	3.87	30	25	1	0	0	45402	32403
2936	3.51	30	30	1	0	1	14823	40918
921	3.98	29	33	1	0	0	74350	29375
3959	4	30	26	1	0	0	32666	40761
1828	3.83	32	28	0	0	0	69146	23224
1708	3.85	32	26	0	0	0	97479	42236
858	3	32	25	1	0	0	47390	30693
5571	3.6	31	32	0	0	0	61257	46875
2611	3.9	26	34	1	0	0	61740	44474
4768	3.9	29	32	0	0	0	48002	47109
691	3.7	30	30	0	1	0	78721	33962
2319	3.93	30	23	1	0	0	58261	40208
3670	3.9	29	35	0	0	1	63074	35883
2746	3.9	34	25	1	0	0	48035	41646
1510	3.74	34	24	1	0	0	77536	55410
2181	3.9	34	24	0	0	0	19468	58440
3532	3.87	26	26	1	0	0	72841	22000
4456	3.9	31	27	0	0	1	24631	40938
1818	3.8	36	27	0	0	0	74084	30556
239	3.96	29	31	0	1	1	06437	73257
4295	4	26	25	0	0	1	75560	40146
4198	3.8	36	24	1	0	0	33706	57047
