STDNT_ID	TERM_CD	SBJCT_CD	CATLG_NBR	CRSE_CMPNT_CD	GRD_PNTS_PER_UNIT_NBR	UNITS_ERND_NBR	EXCL_CLASS_CUM_GPA
2094	1	Chemistry, General	152	LEC	3	1	3.473
6190	6	Chemistry, General	152	LEC	3	1	3.17
1928	2	Chemistry, General	152	LEC	3	1	3.131
4113	1	Chemistry, General	152	LEC	3.3	1	3.767
2583	2	Chemistry, General	152	LEC	3	1	3.1
4377	1	Chemistry, General	152	LEC	3	1	3.379
1930	5	Chemistry, General	152	LEC	2.7	1	2.735
4312	1	Chemistry, General	152	LEC	2.7	1	2.573
6458	9	Chemistry, General	152	LEC	3.3	1	3.468
5090	1	Chemistry, General	152	LEC	3	1	2.853
5837	5	Chemistry, General	152	LEC	3	1	3.055
3573	2	Chemistry, General	152	LEC	2.7	1	2.468
1472	1	Chemistry, General	152	LEC	1.7	1	1.236
1518	5	Chemistry, General	152	LEC	3	1	2.97
5515	6	Chemistry, General	152	LEC	2.7	1	2.855
2723	1	Chemistry, General	152	LEC	3	1	3.194
5939	1	Chemistry, General	152	LEC	2.3	1	2.218
1972	1	Chemistry, General	152	LEC	3	1	3.433
4198	6	Chemistry, General	152	LEC	3	1	3.158
3063	1	Chemistry, General	152	LEC	3	1	3.033
3314	1	Chemistry, General	152	LEC	3	1	3.067
2041	1	Chemistry, General	152	LEC	2.7	1	2.469
1728	14	Chemistry, General	152	LEC	3	1	3.134
3394	14	Chemistry, General	152	LEC	3	1	3.291
4522	1	Chemistry, General	152	LEC	3	1	3.258
3214	6	Chemistry, General	152	LEC	3	1	3.292
1021	1	Chemistry, General	152	LEC	2.7	1	2.8
308	1	Chemistry, General	152	LEC	2.7	1	2.9
6226	2	Chemistry, General	152	LEC	3	1	3.085
2189	1	Chemistry, General	152	LEC	3	1	3.364
6521	2	Chemistry, General	152	LEC	3.3	1	3.539
921	1	Chemistry, General	152	LEC	3.3	1	3.542
6786	2	Chemistry, General	152	LEC	3.3	1	3.6
6261	2	Chemistry, General	152	LEC	3.7	1	4
464	1	Chemistry, General	152	LEC	2.7	1	2.921
5411	5	Chemistry, General	152	LEC	2.7	1	2.492
2384	1	Chemistry, General	152	LEC	3.3	1	3.571
4888	1	Chemistry, General	152	LEC	2.7	1	2.362
1081	1	Chemistry, General	152	LEC	2.7	1	2.8
2879	1	Chemistry, General	152	LEC	3.7	1	3.975
3073	2	Chemistry, General	152	LEC	3.3	1	3.767
5272	13	Chemistry, General	152	LEC	3	1	3.58
3410	1	Chemistry, General	152	LEC	3	1	3.18
2760	1	Chemistry, General	152	LEC	2.7	1	2.75
479	1	Chemistry, General	152	LEC	3.3	1	3.714
6421	2	Chemistry, General	152	LEC	3.3	1	3.741
4391	1	Chemistry, General	152	LEC	3	1	3.233
4758	1	Chemistry, General	152	LEC	3	1	3.175
1993	1	Chemistry, General	152	LEC	3.3	1	3.713
6953	1	Chemistry, General	152	LEC	3.3	1	3.708
691	1	Chemistry, General	152	LEC	3	1	2.9
1113	1	Chemistry, General	152	LEC	3.3	1	3.657
1856	1	Chemistry, General	152	LEC	3.3	1	3.487
1158	9	Chemistry, General	152	LEC	3	1	3
4750	1	Chemistry, General	152	LEC	2	1	1.575
4001	5	Chemistry, General	152	LEC	3.7	1	3.976
5130	1	Chemistry, General	152	LEC	3	1	3.056
1761	1	Chemistry, General	152	LEC	3	1	3.3
6252	5	Chemistry, General	152	LEC	3	1	3.176
3206	5	Chemistry, General	152	LEC	3	1	3.098
1470	1	Chemistry, General	152	LEC	2.3	1	2.715
3977	1	Chemistry, General	152	LEC	3	1	3.527
68	1	Chemistry, General	152	LEC	3	1	3.133
1797	2	Chemistry, General	152	LEC	3.7	1	4
5716	1	Chemistry, General	152	LEC	3	1	3.067
1688	1	Chemistry, General	152	LEC	3	1	3.038
809	6	Chemistry, General	152	LEC	3	1	3.078
3900	1	Chemistry, General	152	LEC	2	1	2.091
771	1	Chemistry, General	152	LEC	3	1	3.133
2437	1	Chemistry, General	152	LEC	3	1	3.433
3643	1	Chemistry, General	152	LEC	3.7	1	4
500	2	Chemistry, General	152	LEC	3.3	1	3.45
1935	5	Chemistry, General	152	LEC	3	1	3.195
1369	1	Chemistry, General	152	LEC	3.3	1	3.6
5246	1	Chemistry, General	152	LEC	2.7	1	2.7
1883	6	Chemistry, General	152	LEC	3	1	3.187
469	1	Chemistry, General	152	LEC	3.3	1	3.407
3640	1	Chemistry, General	152	LEC	2.7	1	2.667
925	1	Chemistry, General	152	LEC	3	1	3.158
6775	2	Chemistry, General	152	LEC	3	1	3.108
1583	1	Chemistry, General	152	LEC	3	1	3.347
531	1	Chemistry, General	152	LEC	2.7	1	2.633
1532	1	Chemistry, General	152	LEC	3	1	3.408
328	1	Chemistry, General	152	LEC	2.3	1	2.077
5643	1	Chemistry, General	152	LEC	2.7	1	2.944
703	1	Chemistry, General	152	LEC	3	1	3.436
6789	1	Chemistry, General	152	LEC	3	1	3.383
5049	1	Chemistry, General	152	LEC	3	1	3.34
282	5	Chemistry, General	152	LEC	3	1	3.3
1723	2	Chemistry, General	152	LEC	3	1	3.535
3929	1	Chemistry, General	152	LEC	3	1	3.121
6745	1	Chemistry, General	152	LEC	2	1	1.813
3909	1	Chemistry, General	152	LEC	1.7	1	1.745
5866	1	Chemistry, General	152	LEC	2.7	1	2.8
3412	1	Chemistry, General	152	LEC	3.3	1	3.731
340	1	Chemistry, General	152	LEC	3	1	2.981
3025	6	Chemistry, General	152	LEC	3.3	1	3.707
1812	1	Chemistry, General	152	LEC	3	1	3.033
5642	1	Chemistry, General	152	LEC	3.7	1	3.86
218	2	Chemistry, General	152	LEC	3.3	1	3.681
5385	6	Chemistry, General	152	LEC	3.3	1	3.408
6149	1	Chemistry, General	152	LEC	3	1	2.95
4544	2	Chemistry, General	152	LEC	3	1	3.097
1316	2	Chemistry, General	152	LEC	3	1	3.189
3310	2	Chemistry, General	152	LEC	2.7	1	3.09
4230	6	Chemistry, General	152	LEC	2.3	1	2.251
4230	2	Chemistry, General	152	LEC	2.3	1	2.058
5571	1	Chemistry, General	152	LEC	3.3	1	3.631
1044	1	Chemistry, General	152	LEC	2.7	1	2.933
4479	2	Chemistry, General	152	LEC	2.7	1	2.771
847	1	Chemistry, General	152	LEC	3	1	2.944
5159	1	Chemistry, General	152	LEC	3	1	3.415
941	1	Chemistry, General	152	LEC	3	1	3.3
1219	2	Chemistry, General	152	LEC	3	1	3.587
3243	2	Chemistry, General	152	LEC	2.3	1	2.072
4354	2	Chemistry, General	152	LEC	3.3	1	3.75
5004	5	Chemistry, General	152	LEC	3	1	2.853
2446	1	Chemistry, General	152	LEC	2.7	1	2.533
634	1	Chemistry, General	152	LEC	2.7	1	2.867
3154	2	Chemistry, General	152	LEC	3.7	1	3.92
5356	2	Chemistry, General	152	LEC	2.7	1	2.538
874	1	Chemistry, General	152	LEC	3	1	3.2
6668	2	Chemistry, General	152	LEC	3.7	1	3.825
166	1	Chemistry, General	152	LEC	3	1	2.967
3884	1	Chemistry, General	152	LEC	2.7	1	2.392
6650	1	Chemistry, General	152	LEC	2.7	1	2.408
1139	1	Chemistry, General	152	LEC	3	1	3.193
6330	2	Chemistry, General	152	LEC	2.7	1	2.635
2685	1	Chemistry, General	152	LEC	2.7	1	2.858
111	2	Chemistry, General	152	LEC	3	1	2.948
5287	1	Chemistry, General	152	LEC	3	1	3.1
6031	1	Chemistry, General	152	LEC	3.3	1	3.667
4751	1	Chemistry, General	152	LEC	3.3	1	3.742
182	1	Chemistry, General	152	LEC	3	1	3.193
6259	1	Chemistry, General	152	LEC	3.3	1	3.65
6767	1	Chemistry, General	152	LEC	3	1	2.975
452	1	Chemistry, General	152	LEC	2.7	1	2.725
3019	13	Chemistry, General	152	LEC	3	1	2.849
970	1	Chemistry, General	152	LEC	3.3	1	3.7
170	1	Chemistry, General	152	LEC	3	1	3.275
6714	1	Chemistry, General	152	LEC	3	1	3.036
379	1	Chemistry, General	152	LEC	2.7	1	2.592
4016	2	Chemistry, General	152	LEC	3.3	1	3.556
926	5	Chemistry, General	152	LEC	3.3	1	3.553
17	6	Chemistry, General	152	LEC	3.3	1	3.576
4434	1	Chemistry, General	152	LEC	2.3	1	2.14
6568	1	Chemistry, General	152	LEC	3	1	3.375
1555	1	Chemistry, General	152	LEC	2	1	2.058
6975	1	Chemistry, General	152	LEC	2.7	1	2.9
5303	1	Chemistry, General	152	LEC	3.3	1	3.513
5430	1	Chemistry, General	152	LEC	2.3	1	2.2
92	1	Chemistry, General	152	LEC	3.3	1	3.714
4124	1	Chemistry, General	152	LEC	3	1	3.173
2614	5	Chemistry, General	152	LEC	3	1	3.285
677	1	Chemistry, General	152	LEC	3	1	3.35
3062	17	Chemistry, General	152	LEC	3	1	3.168
2986	1	Chemistry, General	152	LEC	3.7	1	4
4855	1	Chemistry, General	152	LEC	3	1	3.3
4122	1	Chemistry, General	152	LEC	3	1	3.15
2922	1	Chemistry, General	152	LEC	3	1	3.318
6234	2	Chemistry, General	152	LEC	2.3	1	2.254
3835	1	Chemistry, General	152	LEC	3.3	1	3.433
6422	2	Chemistry, General	152	LEC	3.3	1	3.733
3771	1	Chemistry, General	152	LEC	2.7	1	2.693
1566	2	Chemistry, General	152	LEC	2	1	1.797
6361	1	Chemistry, General	152	LEC	2.3	1	2.221
6944	1	Chemistry, General	152	LEC	3.3	1	3.433
1069	2	Chemistry, General	152	LEC	2.7	1	2.87
4436	2	Chemistry, General	152	LEC	3.3	1	3.704
3416	1	Chemistry, General	152	LEC	3	1	3.467
4549	1	Chemistry, General	152	LEC	3	1	3.075
5761	2	Chemistry, General	152	LEC	3	1	3.524
5696	5	Chemistry, General	152	LEC	3	1	3.098
2096	5	Chemistry, General	152	LEC	3.3	1	3.8
628	1	Chemistry, General	152	LEC	3.3	1	3.442
6017	2	Chemistry, General	152	LEC	2.7	1	2.763
110	1	Chemistry, General	152	LEC	3	1	3.825
3318	1	Chemistry, General	152	LEC	2.3	1	2.1
135	2	Chemistry, General	152	LEC	2.7	1	2.96
4196	1	Chemistry, General	152	LEC	3	1	3.182
3246	1	Chemistry, General	152	LEC	2.7	1	2.887
2961	1	Chemistry, General	152	LEC	3.3	1	3.714
2297	1	Chemistry, General	152	LEC	3	1	3.193
4809	2	Chemistry, General	152	LEC	3	1	3.164
5248	5	Chemistry, General	152	LEC	3.7	1	3.935
6799	1	Chemistry, General	152	LEC	3.3	1	4
5464	2	Chemistry, General	152	LEC	3	1	3.03
6630	1	Chemistry, General	152	LEC	3.3	1	3.467
1328	1	Chemistry, General	152	LEC	3	1	2.967
5532	1	Chemistry, General	152	LEC	3.3	1	3.567
5525	1	Chemistry, General	152	LEC	3.3	1	3.807
2085	1	Chemistry, General	152	LEC	3	1	3
6463	2	Chemistry, General	152	LEC	3.3	1	3.9
6839	2	Chemistry, General	152	LEC	2.3	1	1.996
4076	13	Chemistry, General	152	LEC	3	1	3.061
4535	1	Chemistry, General	152	LEC	2.7	1	2.954
4771	1	Chemistry, General	152	LEC	3.3	1	3.447
3265	1	Chemistry, General	152	LEC	3.3	1	3.621
1647	1	Chemistry, General	152	LEC	3.3	1	3.607
3070	1	Chemistry, General	152	LEC	3	1	3.257
5036	1	Chemistry, General	152	LEC	2.3	1	2.306
6338	1	Chemistry, General	152	LEC	2.3	1	2.092
6386	1	Chemistry, General	152	LEC	3.3	1	3.84
2552	1	Chemistry, General	152	LEC	3	1	2.95
6182	1	Chemistry, General	152	LEC	2.7	1	2.742
1623	1	Chemistry, General	152	LEC	1.7	1	1.133
1222	1	Chemistry, General	152	LEC	3.3	1	3.669
5505	1	Chemistry, General	152	LEC	3	1	3.325
329	1	Chemistry, General	152	LEC	2.7	1	2.667
4491	1	Chemistry, General	152	LEC	2.7	1	2.9
5586	1	Chemistry, General	152	LEC	3.3	1	3.725
741	2	Chemistry, General	152	LEC	3	1	3.407
6168	6	Chemistry, General	152	LEC	3	1	3.165
3446	1	Chemistry, General	152	LEC	3	1	3.1
1229	1	Chemistry, General	152	LEC	2.7	1	2.6
3967	1	Chemistry, General	152	LEC	3	1	2.958
5860	2	Chemistry, General	152	LEC	2.7	1	2.781
1857	1	Chemistry, General	152	LEC	3	1	3.308
978	2	Chemistry, General	152	LEC	3	1	3.319
4732	1	Chemistry, General	152	LEC	3.3	1	3.479
3755	2	Chemistry, General	152	LEC	3.3	1	3.674
3129	1	Chemistry, General	152	LEC	3	1	3.1
727	1	Chemistry, General	152	LEC	2	1	1.544
2046	1	Chemistry, General	152	LEC	3	1	3.054
3845	1	Chemistry, General	152	LEC	2	1	1.783
4530	5	Chemistry, General	152	LEC	3.7	1	3.965
2309	1	Chemistry, General	152	LEC	3	1	3.017
3749	2	Chemistry, General	152	LEC	3	1	3.032
3302	6	Chemistry, General	152	LEC	3	1	2.982
450	13	Chemistry, General	152	LEC	3	1	3.518
2460	1	Chemistry, General	152	LEC	3	1	2.879
6727	1	Chemistry, General	152	LEC	3.3	1	3.629
4529	1	Chemistry, General	152	LEC	3.3	1	3.714
1056	13	Chemistry, General	152	LEC	3.3	1	3.56
1030	1	Chemistry, General	152	LEC	3.3	1	3.806
5101	1	Chemistry, General	152	LEC	3.3	1	3.86
1814	1	Chemistry, General	152	LEC	3	1	3.408
6618	6	Chemistry, General	152	LEC	2.7	1	2.362
2921	1	Chemistry, General	152	LEC	3	1	3.321
1274	1	Chemistry, General	152	LEC	2.3	1	2.283
3060	1	Chemistry, General	152	LEC	3	1	3.075
5158	2	Chemistry, General	152	LEC	3.3	1	3.622
6959	1	Chemistry, General	152	LEC	2.7	1	2.8
201	5	Chemistry, General	152	LEC	3.3	1	3.626
5490	2	Chemistry, General	152	LEC	3.3	1	3.6
3936	1	Chemistry, General	152	LEC	3.3	1	3.508
5417	1	Chemistry, General	152	LEC	3.3	1	3.84
5024	6	Chemistry, General	152	LEC	3	1	3.031
1561	5	Chemistry, General	152	LEC	3	1	3.425
3836	5	Chemistry, General	152	LEC	3	1	3.289
858	1	Chemistry, General	152	LEC	2.7	1	2.445
341	1	Chemistry, General	152	LEC	2.7	1	2.827
5898	1	Chemistry, General	152	LEC	3	1	3.047
5520	1	Chemistry, General	152	LEC	3	1	3.375
1	1	Chemistry, General	152	LEC	3.3	1	3.593
247	1	Chemistry, General	152	LEC	3	1	3.031
6319	5	Chemistry, General	152	LEC	2.7	1	2.533
1314	1	Chemistry, General	152	LEC	3	1	3.233
222	1	Chemistry, General	152	LEC	2.7	1	2.8
3187	6	Chemistry, General	152	LEC	3	1	3.566
6924	9	Chemistry, General	152	LEC	2	1	1.862
3353	2	Chemistry, General	152	LEC	3.3	1	3.687
928	2	Chemistry, General	152	LEC	3.3	1	3.58
6289	5	Chemistry, General	152	LEC	1.7	1	1.666
2634	1	Chemistry, General	152	LEC	1.7	1	1.317
449	1	Chemistry, General	152	LEC	3	1	3.1
5557	1	Chemistry, General	152	LEC	2.7	1	2.975
2186	5	Chemistry, General	152	LEC	3	1	2.911
3493	1	Chemistry, General	152	LEC	3	1	3.227
3910	1	Chemistry, General	152	LEC	3.3	1	3.607
1434	2	Chemistry, General	152	LEC	3	1	3.254
1936	1	Chemistry, General	152	LEC	3	1	3.483
1931	1	Chemistry, General	152	LEC	2.7	1	2.525
1362	2	Chemistry, General	152	LEC	3.7	1	3.99
4768	1	Chemistry, General	152	LEC	3.7	1	3.875
387	1	Chemistry, General	152	LEC	3.7	1	3.867
3742	1	Chemistry, General	152	LEC	3	1	3.508
4067	1	Chemistry, General	152	LEC	2	1	1.855
6536	1	Chemistry, General	152	LEC	1.7	1	1.183
2893	1	Chemistry, General	152	LEC	3	1	3.082
5174	1	Chemistry, General	152	LEC	3	1	3.05
3628	2	Chemistry, General	152	LEC	3	1	3.459
4260	1	Chemistry, General	152	LEC	3	1	3.175
6064	1	Chemistry, General	152	LEC	2.7	1	2.84
4492	1	Chemistry, General	152	LEC	3.3	1	3.543
6835	2	Chemistry, General	152	LEC	2.7	1	2.554
3312	1	Chemistry, General	152	LEC	3	1	3.514
2266	9	Chemistry, General	152	LEC	2	1	1.872
3785	1	Chemistry, General	152	LEC	2.7	1	2.9
5509	1	Chemistry, General	152	LEC	2.7	1	2.879
2612	1	Chemistry, General	152	LEC	2.7	1	2.767
4107	5	Chemistry, General	152	LEC	3	1	3.293
6849	1	Chemistry, General	152	LEC	3.3	1	3.48
4141	1	Chemistry, General	152	LEC	2.7	1	2.736
5235	1	Chemistry, General	152	LEC	3	1	3.153
6642	2	Chemistry, General	152	LEC	3	1	3.78
2033	1	Chemistry, General	152	LEC	2.3	1	2.154
1545	1	Chemistry, General	152	LEC	3.3	1	3.593
4656	1	Chemistry, General	152	LEC	3.3	1	3.5
2151	2	Chemistry, General	152	LEC	2.7	1	2.807
743	1	Chemistry, General	152	LEC	2.7	1	2.675
6777	2	Chemistry, General	152	LEC	3	1	3.443
5934	1	Chemistry, General	152	LEC	3	1	3.514
3658	1	Chemistry, General	152	LEC	3.3	1	3.692
2288	1	Chemistry, General	152	LEC	2.7	1	2.575
5936	5	Chemistry, General	152	LEC	3.3	1	3.79
5744	1	Chemistry, General	152	LEC	3	1	2.957
1475	1	Chemistry, General	152	LEC	3.3	1	3.573
1060	6	Chemistry, General	152	LEC	3	1	3.36
4857	1	Chemistry, General	152	LEC	2	1	2.054
5215	5	Chemistry, General	152	LEC	3	1	3.15
2813	1	Chemistry, General	152	LEC	3	1	3.093
1616	1	Chemistry, General	152	LEC	3	1	3.1
1224	1	Chemistry, General	152	LEC	3	1	3.233
1386	2	Chemistry, General	152	LEC	3	1	3.4
3050	1	Chemistry, General	152	LEC	2	1	1.55
6441	2	Chemistry, General	152	LEC	3	1	3.311
2305	2	Chemistry, General	152	LEC	3	1	3.278
1046	1	Chemistry, General	152	LEC	2.7	1	2.653
4721	1	Chemistry, General	152	LEC	3.3	1	3.746
2283	2	Chemistry, General	152	LEC	3	1	3.206
5654	1	Chemistry, General	152	LEC	2.7	1	2.794
3538	2	Chemistry, General	152	LEC	3.3	1	3.669
384	2	Chemistry, General	152	LEC	2.7	1	2.732
4517	2	Chemistry, General	152	LEC	3.3	1	3.607
2060	2	Chemistry, General	152	LEC	3.3	1	3.703
2871	2	Chemistry, General	152	LEC	3	1	3.346
4288	1	Chemistry, General	152	LEC	2	1	2.218
3330	5	Chemistry, General	152	LEC	2	1	2.265
3532	1	Chemistry, General	152	LEC	3.3	1	3.693
5182	5	Chemistry, General	152	LEC	3	1	3.484
6391	1	Chemistry, General	152	LEC	2	1	1.7
6391	2	Chemistry, General	152	LEC	2	1	2.017
573	5	Chemistry, General	152	LEC	3	1	2.943
2654	2	Chemistry, General	152	LEC	3	1	3.396
6829	1	Chemistry, General	152	LEC	3	1	3.27
2529	2	Chemistry, General	152	LEC	3.3	1	3.6
6485	2	Chemistry, General	152	LEC	3.7	1	3.874
6237	1	Chemistry, General	152	LEC	3	1	3.229
5595	2	Chemistry, General	152	LEC	3	1	3.529
4295	2	Chemistry, General	152	LEC	3	1	3.026
7001	6	Chemistry, General	152	LEC	2.7	1	2.58
365	1	Chemistry, General	152	LEC	3	1	2.964
4797	1	Chemistry, General	152	LEC	3.7	1	3.914
463	1	Chemistry, General	152	LEC	2.3	1	2.433
2867	1	Chemistry, General	152	LEC	2.7	1	2.433
498	2	Chemistry, General	152	LEC	3.3	1	3.604
1161	1	Chemistry, General	152	LEC	2.7	1	2.867
12	2	Chemistry, General	152	LEC	3.3	1	3.612
3047	1	Chemistry, General	152	LEC	3	1	3.15
3104	1	Chemistry, General	152	LEC	2.7	1	2.592
3596	1	Chemistry, General	152	LEC	3	1	3.5
1167	2	Chemistry, General	152	LEC	3.3	1	3.79
1602	1	Chemistry, General	152	LEC	3	1	3.364
3709	2	Chemistry, General	152	LEC	3	1	3.519
1699	1	Chemistry, General	152	LEC	3	1	3.107
15	1	Chemistry, General	152	LEC	3	1	3.186
2608	1	Chemistry, General	152	LEC	3.7	1	3.953
1169	1	Chemistry, General	152	LEC	3	1	3.08
3534	1	Chemistry, General	152	LEC	3.7	1	3.906
2466	9	Chemistry, General	152	LEC	3	1	3.417
3086	1	Chemistry, General	152	LEC	3.3	1	3.8
6220	2	Chemistry, General	152	LEC	3	1	3.405
5266	5	Chemistry, General	152	LEC	3.7	1	3.948
6101	1	Chemistry, General	152	LEC	2.7	1	2.742
1651	2	Chemistry, General	152	LEC	3	1	3.081
2272	1	Chemistry, General	152	LEC	3	1	3.042
3422	6	Chemistry, General	152	LEC	3.3	1	3.859
6307	1	Chemistry, General	152	LEC	3	1	3.15
2851	1	Chemistry, General	152	LEC	3.3	1	3.536
2949	1	Chemistry, General	152	LEC	3	1	3.023
5508	5	Chemistry, General	152	LEC	3	1	3.122
6654	1	Chemistry, General	152	LEC	2.7	1	2.544
6095	1	Chemistry, General	152	LEC	2.7	1	2.887
6916	1	Chemistry, General	152	LEC	3	1	2.925
4749	1	Chemistry, General	152	LEC	2.7	1	2.825
6057	2	Chemistry, General	152	LEC	3.3	1	3.732
2990	1	Chemistry, General	152	LEC	3	1	3.333
5487	1	Chemistry, General	152	LEC	3.3	1	3.517
1938	1	Chemistry, General	152	LEC	2.7	1	2.517
2227	2	Chemistry, General	152	LEC	3.3	1	3.567
1272	2	Chemistry, General	152	LEC	2.7	1	2.787
2710	5	Chemistry, General	152	LEC	2.3	1	2.467
4760	1	Chemistry, General	152	LEC	2.3	1	2.133
2982	2	Chemistry, General	152	LEC	3	1	3.133
4065	1	Chemistry, General	152	LEC	2.7	1	2.886
2854	1	Chemistry, General	152	LEC	3	1	3.133
5820	1	Chemistry, General	152	LEC	2.3	1	2.233
2635	1	Chemistry, General	152	LEC	2.7	1	2.525
3581	2	Chemistry, General	152	LEC	3	1	3.175
4927	1	Chemistry, General	152	LEC	3.3	1	3.481
3383	2	Chemistry, General	152	LEC	3.3	1	3.659
4622	1	Chemistry, General	152	LEC	3.3	1	3.6
4164	1	Chemistry, General	152	LEC	3	1	2.98
1924	2	Chemistry, General	152	LEC	3.3	1	3.577
2396	1	Chemistry, General	152	LEC	3.3	1	3.65
5422	1	Chemistry, General	152	LEC	3	1	3.058
963	1	Chemistry, General	152	LEC	3	1	3.077
2149	2	Chemistry, General	152	LEC	2.7	1	2.968
4561	1	Chemistry, General	152	LEC	2	1	1.719
2020	2	Chemistry, General	152	LEC	3.7	1	3.761
3013	1	Chemistry, General	152	LEC	3	1	3.346
821	2	Chemistry, General	152	LEC	2.7	1	2.657
5461	2	Chemistry, General	152	LEC	2.7	1	2.977
1132	2	Chemistry, General	152	LEC	2.3	1	2.448
2228	5	Chemistry, General	152	LEC	3	1	3.469
3831	1	Chemistry, General	152	LEC	2.7	1	2.446
3831	2	Chemistry, General	152	LEC	2.7	1	2.69
1594	1	Chemistry, General	152	LEC	2	1	1.875
2277	1	Chemistry, General	152	LEC	2.7	1	2.767
4169	2	Chemistry, General	152	LEC	3.3	1	3.739
6774	1	Chemistry, General	152	LEC	2.3	1	2.508
1042	6	Chemistry, General	152	LEC	2.7	1	2.921
1776	1	Chemistry, General	152	LEC	3.3	1	3.686
1300	1	Chemistry, General	152	LEC	2.7	1	2.673
4635	1	Chemistry, General	152	LEC	3	1	3.05
3390	1	Chemistry, General	152	LEC	3	1	3.171
4632	5	Chemistry, General	152	LEC	3	1	3.4
3610	1	Chemistry, General	152	LEC	3	1	3.287
4244	1	Chemistry, General	152	LEC	3	1	3.414
683	13	Chemistry, General	152	LEC	2.7	1	2.583
3380	1	Chemistry, General	152	LEC	3	1	3.292
4413	2	Chemistry, General	152	LEC	3	1	3.207
5171	1	Chemistry, General	152	LEC	3.3	1	3.508
2211	1	Chemistry, General	152	LEC	3	1	3
2711	1	Chemistry, General	152	LEC	2.7	1	2.757
528	5	Chemistry, General	152	LEC	3	1	3.088
1256	5	Chemistry, General	152	LEC	3.3	1	3.529
537	1	Chemistry, General	152	LEC	2.3	1	2.323
5437	5	Chemistry, General	152	LEC	3	1	3.202
4770	1	Chemistry, General	152	LEC	3	1	2.98
1174	2	Chemistry, General	152	LEC	3	1	3.159
1529	1	Chemistry, General	152	LEC	3	1	3.3
3273	1	Chemistry, General	152	LEC	3	1	3.3
103	2	Chemistry, General	152	LEC	3	1	3.164
2521	5	Chemistry, General	152	LEC	3.3	1	3.721
2550	1	Chemistry, General	152	LEC	3.3	1	3.567
4272	2	Chemistry, General	152	LEC	3	1	3.461
5227	1	Chemistry, General	152	LEC	3	1	3.283
2042	1	Chemistry, General	152	LEC	3	1	2.944
706	1	Chemistry, General	152	LEC	2.7	1	2.617
467	1	Chemistry, General	152	LEC	2.7	1	2.917
16	2	Chemistry, General	152	LEC	2.7	1	2.531
1534	1	Chemistry, General	152	LEC	2.7	1	2.608
3361	2	Chemistry, General	152	LEC	3	1	3.18
3841	1	Chemistry, General	152	LEC	2.7	1	2.35
4484	1	Chemistry, General	152	LEC	2.3	1	2
4925	1	Chemistry, General	152	LEC	1.7	1	0.958
2026	1	Chemistry, General	152	LEC	3.3	1	3.415
2166	2	Chemistry, General	152	LEC	2.7	1	3.157
5406	1	Chemistry, General	152	LEC	2.7	1	2.593
1359	1	Chemistry, General	152	LEC	2.7	1	2.931
5795	2	Chemistry, General	152	LEC	3	1	3.439
238	2	Chemistry, General	152	LEC	2.7	1	2.914
2121	2	Chemistry, General	152	LEC	3	1	3.148
4593	2	Chemistry, General	152	LEC	3.3	1	3.418
5949	1	Chemistry, General	152	LEC	3.3	1	3.6
824	2	Chemistry, General	152	LEC	2.3	1	2.181
5066	5	Chemistry, General	152	LEC	2.7	1	2.908
2976	2	Chemistry, General	152	LEC	2.7	1	3.004
1055	2	Chemistry, General	152	LEC	2.7	1	2.6
5846	1	Chemistry, General	152	LEC	2.3	1	2.329
3816	1	Chemistry, General	152	LEC	3	1	3.275
5030	2	Chemistry, General	152	LEC	3	1	3.521
3364	2	Chemistry, General	152	LEC	3	1	3.315
356	1	Chemistry, General	152	LEC	2.3	1	2.381
5899	1	Chemistry, General	152	LEC	3.3	1	3.875
1159	1	Chemistry, General	152	LEC	3	1	3.336
1758	1	Chemistry, General	152	LEC	3	1	3.23
5799	1	Chemistry, General	152	LEC	2.7	1	2.617
6915	1	Chemistry, General	152	LEC	3	1	3.017
330	1	Chemistry, General	152	LEC	2.7	1	3.033
6073	2	Chemistry, General	152	LEC	2.3	1	1.907
5286	1	Chemistry, General	152	LEC	3	1	3.373
6085	1	Chemistry, General	152	LEC	2.7	1	2.967
6905	10	Chemistry, General	152	LEC	3	1	3.105
6701	1	Chemistry, General	152	LEC	2.3	1	2.323
2737	2	Chemistry, General	152	LEC	2.7	1	2.857
2500	6	Chemistry, General	152	LEC	2.7	1	2.823
4103	1	Chemistry, General	152	LEC	3	1	3.433
6500	1	Chemistry, General	152	LEC	3	1	3.433
1246	1	Chemistry, General	152	LEC	3	1	3.194
5977	1	Chemistry, General	152	LEC	2.7	1	3.164
5856	2	Chemistry, General	152	LEC	3	1	3.157
280	1	Chemistry, General	152	LEC	3	1	3.175
2872	5	Chemistry, General	152	LEC	2.7	1	2.777
4843	1	Chemistry, General	152	LEC	2.7	1	2.921
128	1	Chemistry, General	152	LEC	2.7	1	2.767
717	9	Chemistry, General	152	LEC	3	1	3.227
6097	2	Chemistry, General	152	LEC	3	1	3.173
710	5	Chemistry, General	152	LEC	3.3	1	3.464
2722	1	Chemistry, General	152	LEC	3.7	1	3.775
5281	1	Chemistry, General	152	LEC	2.7	1	2.8
6896	1	Chemistry, General	152	LEC	3	1	3.333
2524	1	Chemistry, General	152	LEC	3	1	3.431
417	9	Chemistry, General	152	LEC	3.3	1	3.566
3367	1	Chemistry, General	152	LEC	2.7	1	2.317
4280	1	Chemistry, General	152	LEC	3.7	1	3.929
